Date,Tweets
2019-02-07 01:01:16,@jetairways cancellation fee is now Rs 3800 - in most cases more than ticket cost... My suggestion-don't bother cancelling- in most cases airline itself will cancel the flight anyway. Else you can file for airport tax refund post departure. #jetairways
2019-02-07 01:02:45,ZZZZ: Frequent Flyers can now earn Qantas Points while they sleep https://t.co/OKuqBDtW4P @Qantas #Qantas #Qantaspoints #QantasFrequentFlyer #wellbeingapp https://t.co/WaJKotCMTL
2019-02-07 01:11:22,"Never fly #EtihadAirways. They still have not provided compensation for my luggage, which they admit to losing OVER 3 MONTHS AGO! They just say ""We're looking into it."" while doing absolutely nothing! Worst airline in over 30 years of flying!"
2019-02-07 01:15:09,#Qantas cancels its outstanding order for eight #Airbus #A380s that have been on the books since 2006 https://t.co/0Q7zd66I4p
2019-02-07 01:22:40,Must remind myself not to fly with Qantas and JetStar again as they are not transparent with the extra baggage fees. Very disappointing  #Qantas #JetStar #badairline #deceitful
2019-02-07 01:23:00,Short-JETAIRWAYS-165-235.40-SL-237.90-TGT-232.90  #AXISBANK #BANKBARODA #BPCL #DHFL #HINDALCO #HINDPETRO #ICICIBANK #INFY #ITC #JETAIRWAYS #SBIN #SUNPHARMA #TATAMOTORS #TATASTEEL #TECHM #TITAN #VEDL #YESBANK #INTRADAY #daytrading #BTST #NIFTY 4/4
2019-02-07 01:28:00,"Virgin Australia's new boss says he'll take on Qantas, reverse losses #virginaustralia https://t.co/3aEWvUgZ18"
2019-02-07 01:28:53,"@manojkhandekar @airindiain @News18India @News18lokmat @CNNnews18 Trust me I had horrible experience with Air India, they lost my luggage almost 7-8 years ago still haven’t got any compensation nor they replied to my multiple email inquiries. #lostluggage #Airindia @Delhi Airport"
2019-02-07 01:36:11,In such a cash crunch scenario how are they even bidding for #Jetairways?? Jet has good domestic and international network but difficult for Etihad to find synergies (3/3)
2019-02-07 01:38:44,Jet Airways ticket cancellation penalty framework altered; check new rules #JetAirways  https://t.co/9Y1GGWIlTF
2019-02-07 01:44:12,MOVERS &amp; SHAKERS: Former Flight Centre Exec named CEO &amp; MD of Virgin Australia https://t.co/SYBDBGV50L @VirginAustralia #VirginAustralia #aviationnews #airlinenews https://t.co/AlvpEDGoBG
2019-02-07 01:45:25,GoAir A320 neo plane suffers P&amp;W engine problem; forced to return to Ahmedabad airport #GoAir   https://t.co/yW72XfIYWk
2019-02-07 01:54:37,@goibibo The customer care was appalling @goibibo Still no response from your end despite sharing my details as asked in your DM. (PNR - JHXSCJ) . @jetairways cancelled a flight and then asks to talk to travel agent #jetairways
2019-02-07 02:04:00,“MAHB #rejects #AirAsia’s offer to #settle RM400 million dispute”  &amp; more in #Malaysia morning #news for February 7 via @AecNewsToday  https://t.co/LDnQTz9y4x
2019-02-07 02:17:12,"#AirAsia will operate its first-ever Australian services from Bangkok, competing with Thai Airways https://t.co/WtzQ3wOqWW"
2019-02-07 02:23:51,Is it worth paying the extra cash or miles to fly #premiumeconomy from Hong Kong to Singapore? BTAsiaPacific editor @Michael_K_Allen checks out @cathaypacific's product and service on its #A330 to find out https://t.co/eO0yDUbjI1 #BusinessTravel #Airlines #cathaypacific
2019-02-07 02:28:43,"Pradeep Singh Kharola, Chairman and Managing Director  Air India  appointed the new Civil Aviation Secretary #airindia #appointedthenew #ChairmanandManagingDirector #PradeepSinghKharola https://t.co/vfdThwMx8V https://t.co/rUZRCxVtlh"
2019-02-07 02:30:04,♊️👽🔮 All About The Path Of Purrspectiveness! 🔮👽♊️ RP: renegade__quotes  . . . #Healer . #HeatherMinx #MinxyLand #Starseed #Indigo #Empath #Mood  #OldSoul #Alien  #Universe #ThirdEye… https://t.co/qopgBi026H
2019-02-07 02:36:27,"@flyspicejet Grt  news !! Congrats, when will  you  fly  from  HYDERABAD to JHARSUGUDA ??  #SPICEJET   , @WosacaHyd  @ushapadhee1996  @AAI_Official @AAIJSGAIRPORT  #SAMBALPUR #BOLANGIR #ROURKELA  @Naveen_Odisha  @sureshpprabhu  @sureshkpujari"
2019-02-07 02:38:24,Is the giant Airbus A380 - once touted as the future of long-haul travel - on the skids? #Qantas joins other airlines cancelling orders.  https://t.co/3btms7FDnp
2019-02-07 02:43:59,Health &amp; safety first! Prepping natural indigo for some new hand dipped knitwear. Always limited edition. #indigo #ethicalfashion #sustainablefashion #fashion #madeincanada #canadianfashion #knitwear #denim #healthandsafety #eco #Sustainable #ethical https://t.co/Q89p0xtxAl
2019-02-07 02:54:55,Feel better already! I love #indigo #anthraquinone #goldenpaint @GoldenAcrylics #letitsnow #studio https://t.co/ObWUdKw60V
2019-02-07 02:57:47,Absolutely Brilliant!!!!!!! #airnewzealand #lotr #hobbit #iwillalwayspayattention  https://t.co/x2yblUhrRD
2019-02-07 02:58:35,"@jetairways : Hey, I got my luggage bag broken in one of your flight from Mumbai to Ahmedabad yesterday.  Any help shall be appreciated!  #jetairways"
2019-02-07 03:01:15,Let's do the Business in Class!😎😎😎 singaporeair #SingaporeAirlines #SQ421 #A350 #AviationGeek #PlaneSpotter #AirbusA350 #MUM-SIN-SYD @ Singapore https://t.co/4H9JXlFcM3
2019-02-07 03:03:39,"New #JetAirways rules: Pay up to Rs 3,800 as charge if you cancel seat even 7 days before flight https://t.co/M452Mre90m https://t.co/S5aPW4znf5"
2019-02-07 03:15:04,#Qantas cancels order for 8 #AirbusA380s amid doubts on jet’s future https://t.co/7LxzPSesP7 https://t.co/PQPKM6AdXd
2019-02-07 03:22:07,#jetairways #airlines today 7th Feb my parents who are 74 yrs old had Jet Airways flight from Bangalore to delhi at 8:20 am . Which got cancelled and we were not informed . And when they reached the airport Jet Airways manager Geeta very rudely told them that she can not help.
2019-02-07 03:30:16,Complete #Vistara flight video from Mumbai to New Delhi: https://t.co/oLdMZw3euO #MyIndianOdyssey #MyGlobalOdyssey #IncredibleIndia #Travel #India #Backpackers
2019-02-07 03:42:53,@IndiGo6E We should apologise for the things we are sorry for. Seeing the behaviour of your ground staff at #DelhiAirport it looked as an habit. Roz ki baat hai flight late hona. Bdw the Booking Reference: YMFZTH from delhi to lko.  #Indigo #CustomerExperience
2019-02-07 03:43:48,"Private airline #JetAirways introduced a staggered framework to reward its #domestic guests with substantially lower penalties in exchange for advanced intimation for changes in their bookings including cancellations, changes.  Photo: IANS https://t.co/QbBsMIanBj"
2019-02-07 03:55:42,"@jayantsinha #dgca @jetairways So basically, a passenger will be paying for jet airways’ operation costs even when not availing the service?@narendramodi @PMOIndia #jetairways #corruptDGCA #india #aviation @derekobrienmp @ndtvindia #corruption #PassengerIsLASTPRIORITY #MannMaani https://t.co/DIZ32oSyrV"
2019-02-07 03:58:00,Last call for the next round of KOKON Indigo 📣  More info: https://t.co/AQqVVV1qLJ  #kokonyarn #kokonindigo #mulesingfreemerino #handdyed #specialedition #blueandwhite #indigo #indigospeckle #indigotiedye #yarn #fjordpullover #knittingyarn #backordernow #yarnshop #Yarnznl https://t.co/5CYtbLI9eY
2019-02-07 03:58:24,Is this the end of Airbus A380?? Qantas cancels order for 8 Airbus A380s amid doubts on jet's future https://t.co/CEOv0gzQQE @flipboard #Airbus #A380 #airplanes #Boeing #aircraft #Qantas
2019-02-07 04:01:46,#Qantas cancels order for eight #AirbusA380s amid doubts on jet`s future https://t.co/2irVj5Z8zq #WorldMarket #Australia https://t.co/5aipNsIj46
2019-02-07 04:02:18,S̄wạs̄dī! AirAsia announces low-cost flights between Bangkok &amp; Brisbane https://t.co/ZUjgMwAG1O @AirAsia #airasia #travel #tourism #airline #airline @BrisbaneAirport #brisbaneairport #bangkok #thailand https://t.co/pWUSWvsZj3
2019-02-07 04:07:35,"Dear @flyspicejet, kindly let me know direct contact number of Marketing Head of ur Indian Region, I would like to book tickets for a group of passengers. I am fed up with dialing +91 987 180 3333 &amp; +91 965 400 3333, always busy, tried many times &amp; tired too. Thanks. #SpiceJet"
2019-02-07 04:07:43,S̄wạs̄dī! AirAsia announces low-cost flights between Bangkok &amp; Brisbane https://t.co/X2efbb4jvo @AirAsia #airasia #travel #tourism #airline #airline @BrisbaneAirport #brisbaneairport #bangkok #thailand https://t.co/YG3ADZE2J1
2019-02-07 04:12:07,Debt-ridden carrier #JetAirways has infused Rs 250 crores by selling redemption miles to its associate firm and is currently in discussion with lenders for short-term loans.  https://t.co/esThz0GEf1
2019-02-07 04:16:08,Plane Spotting in Houston today and this evening.  Wow...Fujifilm #fujifilm_xseries #avgeek #avgeeks #planespotting #aviation #iah #unitedairlines #airfrance #singaporeairlines #airnewzealand https://t.co/JDbCf0OdJN
2019-02-07 04:16:36,"Looters of #Kashmir has flashed no's for passengers to get the #flight status confirmed #GoAir: 0194-2303347/45, ,  #Spicejet: 9871803333, .  #indigo: 9910383838.  #JetAirways: 011-39893333,  #Vistara: 9289228888.  #AirAsia: 8046662222.  #AirIndia: 18602331407."
2019-02-07 04:22:56,GoAir waives cancellation fees for India flights this February! Not sure if you'll be flying on a certain day this Feb? Now book at 0 cancellation fees. https://t.co/JV0eLVycBr @goairlinesindia #Goair #flightdeal #Airfare #TAN #TANflights #TANdeals https://t.co/s20wZBhlZu
2019-02-07 04:25:17,So @AirAsia just cancelled my flight and put me on another flight without asking first or an apology. Is this what airlines do now? #nothappy #airasia
2019-02-07 04:42:59,"#JetAirways stated that a new framework would be implemented from 7 February onward under which if any #changes or #cancellations are made seven days prior to #flightdeparture, domestic passenger would attract a #smallerpenalty.  https://t.co/uHi1IauvOq"
2019-02-07 04:44:05,Air India apologizes to passenger who claims cockroach was cooked into in-flight meal - #airindia #nightmareflight ⁦@airindiain⁩  https://t.co/ib4azGiDeS
2019-02-07 05:03:55,@IndiGo6E We really really really   really     really     really    really  really really really really really really really really   really     really     really  really want to know why #indigo has no paid meals......no inflight entertainment even in international flights....no tvs....
2019-02-07 05:04:45,"Buy food on board, only middle seats for web checkin, buses replace jet bridge..that's new no frills @jetairways for you ladies and gentlemen. Wonder why is it plying from T3 already when others are from T2...any clue @jayantsinha @sureshpprabhu  #jetairways #nofrillsairlines"
2019-02-07 05:09:35,On a plane ✈️ to Manila! Going to do some live music videos and get integrated in the scene! Goodbye Boracay! See you next month. #travel #followyourdreams #Manila #manilamusicscene #manilamusic #scene #plane #airasia @airasia @airasiafilipino #adventure #musicadventure #tunes #f https://t.co/S9NNTxdtUE
2019-02-07 05:12:30,"@IndiGo6E Because 1.)others stand up, we follow suit   2.) The person next to me wants to leave 3.)We want to leave the boring aircraft first 4.)we don’t think it’s very important to remain seated, when the seat belt sign is on. #indigo"
2019-02-07 05:16:53,Due to bad weather conditions at #Srinagar flights to &amp; from SXR may get delayed. Check #GoAir flight status: SMS G8 &lt;space&gt; FlightNo to 57333. https://t.co/WN8ybqjKrF
2019-02-07 05:19:15,Due to bad weather conditions at #Jaipur flights to &amp; from JAI may get delayed. Check #GoAir flight status: SMS G8 &lt;space&gt; FlightNo to 57333. https://t.co/yguGjoDqwu
2019-02-07 05:29:24,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #virginaustralia #juneandjanuary: https://t.co/cVKnGHMCgG https://t.co/0674BbsHOL
2019-02-07 05:37:45,"Do #Indigo improve their revenue by confusing pax at peak slots? I tend to believe after today's exp. I get an sms that my flight is delayed to 935am. I reach airport at 840 am. The flight is closed, dep is at 850 am. Mum airport is closed for repairs;hence fares are very high."
2019-02-07 05:46:38,"@Subytweets @airplanetalk @MeenMenon @OMRcat Incredible, indeed. Indigo is such a lovely colour, reading this thread makes me feel as if change of name is required.......spring time rejuvenation has become necessary😃 Go change, Suby-Ruby👍😊 #airlines #Indigo #India"
2019-02-07 05:48:00,"Baggage handlers at #Düsseldorf and #Hannover Airport are on strike until 11 o'clock today. This effects #Lufthansa, #Condor and #Easyjet flights as well as cargo.  https://t.co/fTBZ1deSzH"
2019-02-07 05:48:38,"@MeenMenon @Subytweets @airplanetalk @OMRcat Aren't we complaining too much? Aren't we known for being worst tourists in the world, dear Ms Globetrotter🙂 #airlines #Indigo #India"
2019-02-07 05:50:02,@aslamsiddu11 @jetairways @IndiGo6E Honestly I don't like #IndiGo as the airline is not tht friendly. I can understand tht every company has their own policy but really appreciate network statergy of 6E in adding 8 destinations between India &amp; Qatar and will reach to 9 on March 15. As feedback pls consider BLR-DOH
2019-02-07 05:52:15,"@love_forever @kum_1_09 @IndiGo6E @MASTERCHEFonFOX It's a feedback to an airline that has been unfair. Of course, even if you've 1% of what you preach others, read the replies to #IndiGo. Anyway, I can't beat you on this!!!😂😂😂"
2019-02-07 05:55:49,#spicejet #telegraph #wrongtype only showing ight now flight correct it #7feb2k19 news paper howrah https://t.co/1Q3p5kjMKd
2019-02-07 05:59:37,Qantas scraps outstanding order for eight A380s  #Qantas #Airbus #A380  https://t.co/Hz7trXg7BB
2019-02-07 06:04:03,"GoAir Flight Develops Engine Snag After Take-Off, Returns To Ahmedabad   #EngineGlitches #GoAir #IncidentReporting #MidAirIncidents #PrattAndWhitneyEngines #aircraft #aviation #aerospace #airline #airlines #airlinesandairplanes @IndiaAvNews @aviationpost https://t.co/jDTXEhgHQR"
2019-02-07 06:13:10,Swirly hues #artgram #artdognyc #artdog #model #streetart #urbanart #cityart #wallart #graffitiart #greenestqarth #nyc #les #lowereastside #indigo #dogsofinstagram #love #psychedelic… https://t.co/eSINFRDYS7
2019-02-07 06:16:34,US approves the sale of two missile defense systems for  Air India One   #AmitSharma #AmitSharmainsights2019 #News #BigIdeas #BigIdeas_HR #BigPharmaJobs   #INDIA  #US #AirIndia   https://t.co/ejedNs1tlT https://t.co/sMOe91hrFv
2019-02-07 06:18:11,@qrsupport Please be HONEST #QatarAirways
2019-02-07 06:21:03,"Lesso, Priority Class  See in Vistara in-flight Magazine  #Vistara #PVCConduit #fittings #airlines #February2019  For More Detail : Call - 1800-102-2128 Visit - https://t.co/y9amKHD0P6  source: vistara https://t.co/nzi4LoAwev"
2019-02-07 06:27:24,"After ""ONLY"" waiting for ""ONE HOUR"" atlast the greatest #airasia flight to Kuching is going to be available now at KLIA2. Great service &amp; inspiringly punctual. 👍 https://t.co/Ko3KnfQG96"
2019-02-07 06:28:37,S̄wạs̄dī! AirAsia announces low-cost flights between Bangkok &amp; Brisbane https://t.co/X2efbb4jvo @AirAsia #airasia #travel #tourism #airline #airline @BrisbaneAirport #brisbaneairport #bangkok #thailand https://t.co/Yr7qbICrOg
2019-02-07 06:28:41,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #anchorblue #naturallife #indigo: https://t.co/aidMCGirgz https://t.co/NjPn6LIqbi
2019-02-07 06:29:46,Another horrendous commute home 🙄 #NewZealand #airnewzealand https://t.co/DAEncPFs89
